出表日期,報告年度,公司代號,公司名稱,用水量(公噸),資料範圍,用水密集度-密集度(公噸/單位),用水密集度-單位,取得驗證,水資源管理或減量目標
1111005,110,2850,新產,179435.0000,總公司及分公司,5.9880,服務,N,各方面做好節水措施，預期111年度有效減少水資源的用量4.8%
1111005,110,2851,中再保,3454.0000,母公司,,,N,詳本公司110年報p.49
1111005,110,2852,第一保,883.0000,總公司,0.0380,人,N,總公司水資源已逐步使用省水標章，並強化設備，以避免漏水且定期清洗辦公大樓水塔，並調節水龍頭出水量，以達到減少使用水資源，未來將擴及至各分公司及通訊處之相關省水設備裝設使用。
1111005,110,2855,統一證,12198.2600,總部大樓,18.6500,人均,N,"用水設備
．調降水壓，降低出水量
．水費納入管理報表，各單位當月用水量如超出預算必須就超限費用提出異常說明及改善方法。"
1111005,110,2867,三商壽,145100.0000,全公司,1.0100,營業額(百萬元),N,於2021年訂定節水目標，預計未來3年內節省3%的用水度數，除加裝省水水龍頭，也持續向同仁宣導節水措施
1111005,110,2880,華南金,304211.3200,本集團國內全數營運據點(含總部),29.3100,員工總數,N,2025年較2020年減少3%
1111005,110,2881,富邦金,437978.0000,富邦金控、富邦人壽、台北富邦銀行、富邦產物及富邦證券。,12.2500,人 (員工),ISO14001,以2017年為基準年，至2021年節水4%，至2025年節水10%。
1111005,110,2882,國泰金,596154.0000,包含集團(金控、人壽、銀行、產險、證券、投信、投顧、創投、期貨、私募)之國內據點,12.8400,總員工數,ISO14064-1,每年集團人均用水不超過14.0度/人
1111005,110,2883,開發金,213660.0000,包含合併報表之母子公司，員工涵蓋率99.27%,,,N,用水量較2016年減少2%、建置雨水回收設備
1111005,110,2884,玉山金,238715.0000,100%持有合併財務報表之母子公司,4.1231,營收百萬元,ISO 14046,以2016年為基準，至2025年每單位營收用水量減少30%
1111005,110,2885,元大金,184150.0000,公司或包含合併財務報表之母子公司之台灣營運範疇,0.6300,樓地板面積,ISO14046,公司或包含合併財務報表之母子公司之台灣營運範疇
1111005,110,2886,兆豐金,187920.0000,包含合併財務報表母子公司之國內所有據點,22.1200,人均,ISAE 3000,"短期目標：111年用水量較109年基準年減少1%
（110年較109年減少3.15%，已達成目標）
中期目標：114年用水量較109年基準年減少2.5%
長期目標：119年用水量較109年基準年減少5%"
1111005,110,2887,台新金,124582.0000,以台新金控及台新銀行用水量推估至全金控,11.1900,員工人數,GRI準則-核心選項與AA1000AS v3第二類型中度保證等級查證,台新的用水均為自來水，並無取用地下水或其他水源，營運過程產生的生活污水均依相關規範進行排放。除持續宣導節約用水外，每日加強巡檢設備，並使用具省水標章的二段式省水馬桶、水龍頭節水器等配件以保護有限的水資源。
1111005,110,2888,新光金,349461.0000,100%包含合併財務報表之母子公司,21.6500,人均用水量,新光人壽摩天大樓於2018年導入ISO 14046，並持續有效,2019年為基準至2025年總用水量減少6%
1111005,110,2889,國票金,,,,,N,目前仍委任顧問規劃中。
1111005,110,2890,永豐金,171054.0000,金控及旗下5家主要子公司（永豐銀行、永豐金證券、永豐投信、永豐金租賃、永豐創業投資） 之國內所有營運據點納入統計範疇。,20.2527,每人,"AA1000 Assurance Standard v3, Type 2 Moderate level of assurance","永豐金控與其子公司耗用之水資源皆以自來水為主，主要用於飲用、空調系統及清潔等，無地下水或其他方式之
水源供應。 2021年耗水總量為171,054度，人均耗水量20.25度，透過汰換空調冷卻水塔、加裝感應式水龍頭，
並於「永豐生活」網站 平台，向全體同仁宣導珍惜水資源等節水措施作為，成功達成較基準年2020年減量1%
目標，減量達3.8%。未來永豐金控將持續推動相關節水措施，以達成年均耗水量較基準年每年減量1%之目標。"
1111005,110,2891,中信金,341939.0000,為與溫室氣體查證邏輯一致， 2020年起，用水量盤查範疇扣除中國信託金融園區之商家用水量。,25.0800,人,N,"為了降低水情況帶來之潛在衝擊與風險，中國信託金融園區全面採用雨水回收設備、循環再利用系統及省水設備、光電開關調整水量。園區地下樓層規劃儲水量達 2,625 噸的雨水回收池，以因應極端氣候可能帶來之缺水危機，大雨來時亦可作為滯洪池。2021年總用水量約為 341,939立方公尺，達成節水目標，並以 2020 年為基準年，訂定 2022 年用水總量減少 1%。"
1111005,110,2892,第一金,201230.0000,涵蓋範圍為第一銀行國內全數營運據點及證券、投信、人壽、AMC之總公司。,23.9000,"201,230公噸/8,414人=23.9公噸",ISO46001水效率管理系統,"設定110年總用水量低於203,800公噸之目標。"
1111005,110,2897,王道銀行,15663.0000,母公司全台營運據點,17.9000,員工人數,ISO 14001,王道銀行持續提升各項硬體設備的用水效能，包括：總行大樓空調設備選用氣冷式系統，大量減少水資源之耗用量；洗手間檯面設置紅外線給水設備，自動調整出水量；各類供水設備定期清洗、更換濾心並送檢測，以達節能功效並保障員工用水安全；大樓植栽區的噴灌系統依季節、天候調控用水；瀑布魚池區之用水採循環過濾系統，以活化水資源並重複利用。王道銀行設有短期(2023年)、中期(2025年)及長期(2030年)之人均用水量減量目標，分別較基準年減量3%、5%及8%。
1111005,110,2901,欣欣,58965.0000,包含合併財務報表之母子公司,,,N,每年減量至少1%
1111005,110,2903,遠百,1569654.0000,僅母公司,3346.8000,億元營業額,ISO 14046,"1.依公司年度用水量計畫，建立KPI指標進行管控。
2.空調用冷卻水電導度控制超標管理。
3.推動節水措施，裝置省水裝置。"
1111005,110,2904,匯僑,29126.0000,臺中港西二及西五槽區,,,N,刻正研議中。
1111005,110,2905,三商,,,,,N,參考國際倡議及政府環保政策，擬定水資源管理政策及設定目標（未來五年內用水量每年降低1%）
1111005,110,2906,高林,,,,,N,無
1111005,110,2908,特力,53.9000,特力(股)總部、楊梅物流中心及台中辦公室,0.0020,百萬營收,N,非主要資源消耗項目，暫不列入優先落實目標中。
1111005,110,2910,統領,,,,,N,0
1111005,110,2911,麗嬰房,,,,,N,無
1111005,110,2912,統一超,2483875.0000,"實際統計包含總部大樓及4,071家門市、推估值包含9 處區辦公室及2,308家門市。",368.0000,門市數,AA1000 type2,"統一超商所有營運據點均使用自來水，除現調飲品用水外，整體用水量以門市清潔為最大宗。未來門市將規畫實施RO逆滲透餘水再利用，將RO逆滲透過濾過程中浪費的餘水從排水管線取出、接回水塔，可作為簡易水龍頭洗滌、大樓清潔及浴廁沖洗用。
經分析門市端營運活動型態與用水量的關聯性，我們將現調飲品相關用水量扣除，做為管理門市用水的基準，統一超商承諾以2019年為基準年，扣除現調飲品相關用水量，每年單店實際用水量較基準年下降1%，至2025年較基準年減少5%。
總部大樓雖然用水量占比較少，但我們以身作則，密切觀測年度用水量作為內部管理指標，透過節水行動持續減少用水，例如：導入降低廁所與茶水間的水龍頭出水量並加裝省水器、裝設小便斗節水器、調整馬桶最適出水量、減少植栽噴灌頻率等。"
1111005,110,2913,農林,,,,,N,無資料
1111005,110,2915,潤泰全,3809.0000,母公司,,,N,預期逐年減少用水量10%~20%，每年檢討實際情況，適時調整。
1111005,110,2923,鼎固-KY,991869.0000,包含上海打浦橋日月光中心、上海嘉定日月光中心、上海御華山以及重慶日月光中心，共計四據點。,20.6500,新台幣十萬元營收,N,透過水平衡測試掌握商場用水現狀與用水基本參數之間的比例定量關係，確認其用水參數的用量值並加強內部用水的管理工作。
1111005,110,2929,淘帝-KY,,,,,N,本公司致力於提升各項資源之利用效率，向員工提倡低碳辦公、節水節電等良好習慣，且建立了光伏發電站。
1111005,110,2939,凱羿-KY,,,,,N,公司目前尚未統計過去兩年用水量，未來將逐步進行改善。
1111005,110,2945,三商家購,24000.0000,依每月水費單據其數據顯示之度數估算。,,,N,裝設生飲等級淨水器
1111005,110,3002,歐格,1473.0000,僅母公司,5.7200,營業額,N,無資料
1111005,110,3003,健和興,66830.0000,母公司,0.0000,產品,N,"1.RO廢水回收再利用超過500噸/年。
2.蒐集雨水與空調冷凝水，使用於環境清潔、沖馬桶與綠化澆灌。"
1111005,110,3004,豐達科,79877.0000,母公司,61.5400,單位:百萬營業額,N,雨水回收利用及製程改善，減少水資源使用
1111005,110,3005,神基,783480.0000,涵蓋神基投控暨其八家子公司,730.0000,營業額,GRI Standards核心依循選項與AA 1000 ASv3 Type1 中度保證等級的要求,神基各廠區通過ISO14001環境管理系統，針對用水制定作業管理規範
1111005,110,3006,晶豪科,17820.0000,母公司,0.7474,用水量/百萬營業額(個體),N,至114年較108年減少2%
1111005,110,3008,大立光,904925.0000,母公司,,,N,指標性廠區用水回收率達90%以上
1111005,110,3010,華立,3565.0000,僅母公司(台北、台中、高雄辦公地點),,,N,本公司仍全面落實水資源管理，辦公室員工生活用水進行水資源減量規劃時，以基礎設施檢修與改善為主，除加裝節水器外，亦持續督導員工節水環境教育宣導，力行節約用水，降低對水資源及環境的衝擊。
1111005,110,3011,今皓,,,,,N,無資料
1111005,110,3013,晟銘電,567655.0000,包含合併財務報表之母子公司,,,N,廢水回收再用、用水來源均來自市政用水，無單獨取自河川湖泊或地下水源，對水源及社區用水無顯著影響。
1111005,110,3014,聯陽,12914.0000,母公司,,,N,滾動式調整，比去年降低5%
1111005,110,3015,全漢,194020.0000,母公司與部分子公司,35.2700,母公司與部分子公司的員工人數,N,"水資源管理政策:
進行水資源管理措施，設備變更評估優先選購省水設備
，降低水資源浪費與進行員工教育宣導。
減量目標:
2022年總用水量較2021年減量 1%"
1111005,110,3016,嘉晶,522316.0000,110/1/1~110/12/31,5.5200,產品,N,持續節水宣導與用水減量對策
1111005,110,3017,奇鋐,1525496.4600,台灣高雄、深圳奇宏/興奇宏、東莞明鑫/興奇宏、成都奇宏、武漢奇宏/興奇宏、嘉善萬順達,32.2200,"總用水量/營業額=1,525,496公噸/47,332 TWD’M = 32.22",N,視各廠區自定之目標管理
1111005,110,3018,同開,,,,,N,無
1111005,110,3019,亞光,90054.0000,僅母公司潭子廠區,,,N,事業廢水排放量減量2%
1111005,110,3021,鴻名,,,,,N,"(1)張貼節約用水標語，使大家養成隨時關水習慣。
(2)發現漏水應立即通報，避免於浪費用水。
(3)透過中央監控設備控管辦公室環境溫度，降低空調設備運轉量，做好省水之基礎。"
1111005,110,3022,威強電,,,,,N,本公司為非高耗能產業，用水量僅為一般民生用水。
1111005,110,3023,信邦,56936.2000,集團100%持股之11個據點,2.2300,"56,936.2(噸)/25,530.706 (新台幣百萬元,2021年營收)= 2.23",N,持續推動水資源利用效率提升措施，包含使用具有省水標章之產品(水龍頭、坐式馬桶水箱)、老舊管線定期汰換、用水開關檢點與用水巡檢、張貼節約標示並不定期email宣導員工節約用水，另將工廠生產中用於冷卻機台之冷卻水採循環利用，將冷卻水導入專用水塔不斷重複使用。
1111005,110,3024,憶聲,4797.0000,總公司辦公室,,,N,本公司營運中妥善利用水資源、內部宣導執行節約用水。
1111005,110,3025,星通,,,,,N,不適用
1111005,110,3026,禾伸堂,255445.0000,母公司,12.9600,產品,N,2024年每百萬顆產品單位用水量較基準年(2019年)減少8%
1111005,110,3027,盛達,,,,,N,無資料
1111005,110,3028,增你強,6826.0000,母公司,0.1624,營業額,N,詳年報揭露
1111005,110,3029,零壹,,,,,N,無。
1111005,110,3030,德律,13395.0000,母公司,0.0630,產品,N,無資料
1111005,110,3031,佰鴻,190955.0000,含合併報表母子公司,124.6400,佰萬營收,N,"持續測量及監控營運水資源使用情形
提高營運用再生水效率及降低汙染
三年內達成降低用水總量1%為目標"
1111005,110,3032,偉訓,,,,,N,無
1111005,110,3033,威健,4629.0000,威健在台灣營運據點為主（臺北內湖總公司、內湖倉儲中心、桃園倉儲中心及中南部聯絡處(新竹、臺中及高雄)）,0.4100,公噸/樓地板面積m2,N,"【水資源管理】
臺北內湖總公司透由參與廠辦大樓管委會，要求裝置節水控制器以珍惜水資源，洗手台水龍頭水量控制微量出水，整棟大樓馬桶於2018年更換為凱撒省水馬桶；其他營運據點則宣導節約用水。
【目標】本公司期望能達成每年較上一年取水量減少 1~2%。"
1111005,110,3034,聯詠,98113.0000,母公司新竹廠區,0.7249,新臺幣百萬營業額,N,提高整體用水效率，節水比率相較前一年>2%
1111005,110,3035,智原,17259.0000,母公司,2.5700,營業額,N,智原科技用水100%來自台灣自來水公司，主要為一般生活用水，無製程用水；智原科技將持續推動各項節水措施與宣導，以減少及管控水資源消耗。
1111005,110,3036,文曄,11138.0000,包含合併財務報表母子公司之台灣各營運據點,0.4200,樓地板面積(平方公尺),N,"持續利用各種方式宣導節約用水相關資訊，優先採購具省水標章的用水設備，及定期派員
巡檢是否有漏水情形，期望能從落實節約民生用水做起，進而使水資源發揮最大效益。"
1111005,110,3037,欣興,20039114.0000,母公司及部份子公司,192.0000,百萬元營業額,AWS (國際水資源管理標準),水資源耗用強度維持310↓(噸/百萬營收)
1111005,110,3038,全台,301220.0000,母公司及東莞廠,25.3700,KPCS,N,"臺灣營運總部與東莞廠最近3年平均節水率
各為1.24%與110年設定目標各為0.36%與
0.22%以上，故皆已達成目標。
具體採取之減量措施為純水系統膜管更換、
宿舍廁所安裝省水器與更換節能水龍頭。"
1111005,110,3040,遠見,0.5000,母公司,,,N,無工廠，無生產行為
1111005,110,3041,揚智,1598.0000,僅母公司,0.0243,產品,N,更換紅外線感應式龍頭減少不必要用水
1111005,110,3042,晶技,230033.0000,2021年自來水總用量,19.6929,以個體營收計算，單位 : 新臺幣佰萬元,N,在水資源管理方面，從落實日常生活節約用水做起，將可利用之資源發揮更大效益。多年來致力於水資源回收再利用，對於製造純水過程中所產生的RO濃縮水進行收集並做為民生沖廁及空調冷卻水補水用。
1111005,110,3043,科風,,,,,N,規劃中
1111005,110,3044,健鼎,19015049.0000,健鼎-平鎮/無錫/湖北廠區,0.3018,營業額,"由TUV驗證並取得白金等級,詳見我司官網www.tripod-tech.com","本公司積極採取節約用水措施，制定標準用水量並進行稽核管控，定期開展節水宣傳，避免不必要浪費。公司設有專門污水處理廠，生產廢水和生活污水分管分流收集，再經過妥善處理及管控檢測水質達標後排放；採用新式回收技術進行水資源回收及再利用，減少廢水中污泥產生，以提高處理效率，降低放流水污染程度。平鎮廠110年目標為用水量較109年減量2%，本年度用水量819,566公噸，與109年相比，減少475,402公噸(5.48%)已達目標。"
1111005,110,3045,台灣大,278827.0000,2021,0.0000,營業額,依中華民國會計研究發展基金會確信準則公報第1號「非屬歷史性財務資訊查核或核閱之確信案件」進行有限確信,2030年用水較2017年減少15%
1111005,110,3046,建碁,435.7400,包含合併財務報表之母子公司,0.1700,百萬營業額,N,"1、減量目標：相較2020年，總用水量降低1%。
2、為能順利達成目標，藉由系統化管理蒐集全球用水數據及變化趨勢，每年審視目標達成狀況。
3、鼓勵各辦公區推行水資源回收再使用、改善用水設備、強化用水管理等節水措施。"
1111005,110,3047,訊舟,9037.0000,僅母公司,2.4864,百萬營業額,N,從落實日常生活節約用水做起，推動節水管理，減少用水量或循環再利用節水效能，將可利用之資源發揮更大效益。以每年節水率2%為目標
1111005,110,3048,益登,3109.0000,僅母公司(台灣區),0.0295,百萬營業額,N,NA
1111005,110,3049,和鑫,1010090.0000,110年度自來水費水費單,0.2226,營業額,N,"水資源管理_用水減量
以2021年為基準年，2022-2030年減量比率  : 6%
2031-2040年減量比率：6%
2041-2050年減量比率：10%
2030年用水總量減6%↓
-2022- 2023年:
(1) 機台端水量盤點:分流回收
(2) 筏基水及O棟雨水新增回收
-2023-2025年:
(1) MMF-ACF Backwash 回收(2) 2B3T-SBP水洗尾段回收
-2026-2030年: 放流廢水回收"
1111005,110,3050,鈺德,37887.0000,僅母公司,,,N,回收水再利用補充於空調冷卻水及景觀澆灌之用
1111005,110,3051,力特,502567.4100,母公司,157.4400,營業額,ISO14001,"製程水回製程使用,每年下降5%用量"
1111005,110,3052,夆典,,,,,N,無
1111005,110,3054,立萬利,,,,,N,無
1111005,110,3055,蔚華科,,,,,N,持續關注水利署水情資訊，並配合政府節水政策，審視水情燈號並做相關應變，並將洗手台出水量減少三分之一使用量。
1111005,110,3056,總太,,,,,N,無
1111005,110,3057,喬鼎,4848.0000,母公司,6.3811,百萬營業額,N,用水加裝節水裝置與內部宣導執行節約用水措施，以每年減量1%以上為目標。
1111005,110,3058,立德,,,,,N,無
1111005,110,3059,華晶科,20.0000,母公司,,,N,以節水比率2%為目標，110年較109年節水16.7%，已達成節水目標。
1111005,110,3060,銘異,87931.0000,僅桃園市龜山區母公司範疇,,,N,單位產能的耗水量較去年減量2%
1111005,110,3062,建漢,5069.0000,110/1~110/12,0.0000,營業額,N,NA
1111005,110,3090,日電貿,0.1490,台北自來水事業處電子繳費憑證,,,N,更換冷氣設備，廢除冷卻水塔。
1111005,110,3092,鴻碩,112740.0000,合併財務報表之重要子公司-鴻碩蘇州公司,0.0375,營業額,ISO 50001,"1.水資源管理
(1)管理方針
在全球氣候變遷影響下，各地區存在著水文特性變化，水風險管理政策化要求，各型災害風險提高等衝擊，對於水資源管理的重要性與日俱增。本公司擬於未來制定水風險管理政策，評估水資源風險以鑑別相關衝擊，承諾進行水回收再利用，設定水資源管理關鍵績效指標，以期掌握水風險並執行調適策略。
(2)管理系統或制度
建置ISO 50001:2018標準。
(3)指標與目標
1.製程水回收率80%以上。
2.耗水量每年絕對減量2%目標。
3.廢水排放符合法規。
(4)評估方法
透過CSR報導，持續追蹤目標達成程度。
2.減量目標
年度減排2%，每年度持續加乘減排。"
1111005,110,3094,聯傑,5375.0000,母公司,19.6100,營業額,N,"聯傑國際用水100%來自台灣自來水公司，主要為一般生活用水，無製程用水；聯傑國際將持續推動各項節水措施與宣導，以減少及管控水資源消耗。目標每年不超過5,375公噸。"
1111005,110,3130,一零四,7112.0000,包含合併財務報表之母子公司全台營運據點,8.7100,員工人數,N,"本公司未從事產品之組裝及實際生產不會有環境污染之製程，故不會產生廢水排放之情事，惟本公司於企業內部仍持續推動各項節能減碳策略。平時透過相關環境宣導課程，向同仁宣導節水減廢觀念。
相關措施具體作為如下：
1.優先採用環保節能標章之產品如水龍頭、馬桶等，減少水資源消耗量。
2.定期飲用水質檢測。"
1111005,110,3138,耀登,2337.0000,僅母公司,0.0000,營業額,N,"1.持續宣導節約用水。
2.廠區已採用省水新式馬桶及加裝省水裝置 。
3.定期追蹤與管理用水數據：與109年相較，110年用水人均量為：2度/人, 較前一年用水人均量為持平。"
1111005,110,3149,正達,167852.8000,母公司,69.0468,"167,852.8公噸/個體營收淨額2,431百萬元",N,製程回收率達85%
1111005,110,3164,景岳,21971.0000,"110年	用水量(度)
1月	1539
2月	1091
3月	1684
4月	1631
5月	1923
6月	1936
7月	2119
8月	2176
9月	1939
10月	2052
11月	2039
12月	1842",585.2185,產品,N,為確保產品品質穩定，製程中全程使用RO系統產生之純水，該系統濾除濃縮水導引至環境清潔（廁所、餐廳、部分冷卻水塔、廢水系統…等）使用，來降低用水浪費。另外廠區內餐廳及廁所之用水設備，採用可節水之裝置，並不定期向員工宣導節水相關資訊。廠務人員每日巡檢廠區內各用水設備及管線，防止漏水情況發生，持續落實日常節水與缺水調適。
1111005,110,3167,大量,195560.0000,母公司,,,N,無
1111005,110,3189,景碩,5825706.0000,母公司,,,N,"以""減量、回收、再利用""為主要思考，推動各項水措施以提升水資源利用率"
1111005,110,3209,全科,1504.0000,僅包括母公司台灣總部,3.1900,營業額,N,本公司期望能達成每年較上一年減少1%用水量或用水碳排放量之管理目標。
1111005,110,3229,晟鈦,97882.0000,本公司110年自用水度數登記,,,N,尚無資料
1111005,110,3231,緯創,4090196.4000,母公司(內湖總部/汐止辦公區/新竹廠)及全球主要營運與製造廠區(昆山廠、泰州廠、中山廠、重慶廠、成都廠、墨西哥廠、捷克廠及昆山光電廠),5.2000,單位:千噸取水量/十億元新台幣(以緯創全球主要製造廠區用水量/ 廠區營收做為計算基準),AA1000:2018,緯創水資源管理方式分為「落實水資源管理與日常節水」與「實踐水回收及廢汙水管理」。透過評估全球據點之水資源壓力指標，盤點出水資源高風險區域，進而搭配水資源管理方針進行預防性措施。由各廠區專職單位負責水資源管理，計畫制定與實施、日常監測與異常排除、數據分析與持續改進。緯創承諾將嚴格遵守國家水資源法，合理利用水資源，優先採用節水型設備，並透過節能看板監控水資源消耗情況，提高水資源利用效率。緯創用水目標為：以2016為基準年，用水密集度2022 年減少10%、2025 年減少13% 及2030 年減少18% 。
1111005,110,3257,虹冠電,1418.0000,110年台水帳單資料,109.0000,營業額,N,"鼓勵同仁節約用水
鼓勵同仁節約用水
鼓勵同仁節約用水"
1111005,110,3266,昇陽,,,,,N,尚無水資源管理或減量目標
1111005,110,3296,勝德,,,,,N,本公司已依第八屆第16次董事會決議，積極投入相關議題的研析，目前研議中
1111005,110,3305,昇貿,28543.0000,110/1/1~110/12/31,,,N,未制定
1111005,110,3308,聯德,,,,,N,水龍頭採用感應出水式龍頭，將出水量下調，以節約用水。
1111005,110,3311,閎暉,,,,,N,無資料。
1111005,110,3312,弘憶股,,,,,N,無。
1111005,110,3321,同泰,380526.0000,母公司,2.6100,產品,N,暫無
1111005,110,3338,泰碩,,,,,N,本公司尚未制定
1111005,110,3346,麗清,5150.0000,2021/01~2021~12,,,N,水資源管理或減量目標擬訂中
1111005,110,3356,奇偶,,,,,N,NA
1111005,110,3376,新日興,41230.0000,僅母公司,,,N,"短期目標-提高RO回收設備效率：
每日有效回收水產水量15噸，較2020年增加2倍，每年回收水產水量為30~40%"
1111005,110,3380,明泰,43780.0000,2021/1/1~2021/12/31,0.0255,營業額,N,無資料
1111005,110,3406,玉晶光,43681.0000,台中市大雅區科雅東路1號,,,N,雨水及製程用水回收利用。
1111005,110,3413,京鼎,,,,,N,預計9月出具
1111005,110,3416,融程電,517.0000,自來水水費單,,,N,未來將納入規劃
1111005,110,3419,譁裕,2280.0000,僅母公司,,,N,設定導電度來控制排水量
1111005,110,3432,台端,,,,,N,無資料
1111005,110,3437,榮創,63117.0000,榮創能源科技股份有限公司,,,N,無
1111005,110,3443,創意,16161.0000,本次報告書邊界為創意電子台灣地區，涵蓋新竹總部、新竹分部，未納入海外子公司,0.1070,營業額,N,使用節水設備 降低空調用水
1111005,110,3450,聯鈞,47207.0000,母公司,,,N,降低單位產品用水量，每年降低用水量0.20%
1111005,110,3454,晶睿,11155.0000,中和192+168,,,N,無，僅產生生活廢水無製程廢水
1111005,110,3481,群創,21307558.9200,群創光電(母公司)及子公司：寧波群志光電、寧波群輝光電、佛山群志光電、 南京群志光電、 上海群志光電,60.8700,用水量(噸)/營業額(百萬元),ISO 14001,"1.2025 年單位投片面積用水量下降30%(vs.2016 年 )。
2.因應缺水危機，積極落實用水管理與缺水調適。
3.積極發展節水新技術，提高水資源回用率。"
1111005,110,3494,誠研,15475.0000,包含合併財務報表之母子公司,,,N,雨水回收使用、推動節水方案，落實節水成效；透過日常巡檢，檢討節水措施；發現漏水現象，立即反應處理。
1111005,110,3501,維熹,,,,,N,無資料
1111005,110,3504,揚明光,82784.0000,僅母公司,,,N,空調冷凝水回收再利用 32 公噸/天 (夏季)及純水系統廢水回收再利用 40 公噸/天 供應空調冷卻水塔以及廁所沖洗用水
1111005,110,3515,華擎,4726.0000,母公司,15.0000,員工人均用水量,N,"本公司並無大量的製程用水，水資源使用主要用於一般生活用水，包含飲用水及衛生用水。
節水計畫以降低一般生活用水量為主要方向，並且於辦公大樓各用水設施，張貼節水標語，以及網頁公告或電子郵件方式，宣導同仁配合實施節水相關措施。
以2019年為基準年，每年與基準年相比，減少人均用水量 3%為節水目標。2021年人均用水量為 15.0M3/人，較2019年減少12.3%，亦達成每年減少人均用水量3%之節水目標。"
1111005,110,3518,柏騰,,,,,N,用水量及廢棄物總重量量，但對於統計溫室氣體排放量、用水量及廢棄物總重量，並制定節能減碳、溫室氣體減量、減少用水或其他廢棄物管理之政策，及將碳權之取得納入公司減碳策略規劃中，且據以推動，以降低公司營運活動對氣候變遷之衝擊。
1111005,110,3528,安馳,,,,,N,無
1111005,110,3530,晶相光,,,,,N,無
1111005,110,3532,台勝科,2998400.0000,,0.2460,產品,N,產品單位面積用水量較前一年減少1%
1111005,110,3533,嘉澤,540927.0000,本公司及廣州、蘇州、中山子公司,,,N,"1.新採購或更換用水設施時，優先採用具節水功能之設備。
2.用水開關及用水情形巡檢。
3.張貼節水文宣品，提醒員工注意節水。"
1111005,110,3535,晶彩科,5153.0000,僅母公司,3.6630,以百萬元營業額為單位,N,加裝省水裝置
1111005,110,3536,誠創,,,,,N,N/A
1111005,110,3543,州巧,,,,,N,規劃中
1111005,110,3545,敦泰,8.7500,台灣新竹總部,0.0200,員工人數,N,無資料
1111005,110,3550,聯穎,,,,,N,尚未制訂
1111005,110,3557,嘉威,410773.0000,母公司及大陸子公司,0.0770,營業額,N,節約用水宣導
1111005,110,3563,牧德,84712.0000,牧德科技股份有限公司,,,N,各樓層洗手台出水量調整
1111005,110,3576,聯合再生,682595.0000,母公司(竹科廠、竹南廠及台南廠),56.7500,百萬營業額,N,"110年度節水績效，共約23,252噸"
1111005,110,3583,辛耘,306000.0000,110年1月~110年12月,850.0000,產品,N,一般酸回收作業指導書Q3-561/每日回收量120CMD
1111005,110,3588,通嘉,3137.8900,營業額單位:新台幣/佰萬元,1.3625,營業額,N,"不適用,營業額預估成長"
1111005,110,3591,艾笛森,13200.0000,僅母公司,13.7598,每百萬元營業額,N,請詳年報說明
1111005,110,3592,瑞鼎,5045.2800,"公司無生產製程，用水主要生活用水，目前公司未有自己的水表，故採用推估方式，推估方式如下:每月用水量=每人每日生活用水量30公升*每月實際工作天數*每月總人數
110年年用水量=每月用水量加總",0.2100,每百萬營業額0.21公頓,N,採用省水裝置，降低水資源的浪費。
1111005,110,3593,力銘,,,,,N,無
1111005,110,3596,智易,177567.7000,台灣總部及中國與越南生產中心,0.0046,產品,N,水資源人均用水較前一年度減少1%。
1111005,110,3605,宏致,23513.0000,東園廠及精工中心兩廠總度數,,,N,每月環安會議持續宣導員工節約用水，暫無訂定減量目標
1111005,110,3607,谷崧,,,,,N,無
1111005,110,3617,碩天,,,,,N,本公司的產品製程並不會大量耗用水資源，亦不會產生工業廢水，水資源之耗用主要為日常員工生活用水，為了維護日益匱乏的水資源，除了宣導節約用水外，本公司亦持續推動內部節水措施，如水龍頭採用感應出水式龍頭，同時將出水量下調以節約用水，朝每年減少3％用水量的目標努力。
1111005,110,3622,洋華,4592.0000,母公司,3.1600,TON/百萬元營業額,N,年度用水量減少0.5%
1111005,110,3645,達邁,,,,,N,無
1111005,110,3652,精聯,4626.0000,僅母公司,2.6578,佰萬營業額,N,"1.洗手檯採用省水裝置
2.每月監控用水量，並加以檢討
3.以109年為基準，預計114年前用水度數減少5%為目標"
1111005,110,3653,健策,813311.0000,母公司,115.5000,營業額(百萬),ISO 14001,目標:減少用水量3%，實施方案: 1.實施RO濃縮水再利用計畫。2.提高純水回收效率。
1111005,110,3661,世芯-KY,,,,,N,N/A
1111005,110,3665,貿聯-KY,534104.0000,統計範圍涵蓋集團 17 個生產據點：昆山貿聯廠、昆山翔光廠、常州廠、深圳通盈廠、翔耀廠、康聯廠、廈門新視廠、百事聯廠、佛山城鉞廠、新加坡加冷廠、馬來西亞柔佛廠、馬來西亞檳城廠、塞爾維亞廠、斯洛伐克廠、加州廠、德州廠、墨西哥廠。,14.9000,營業額,"GRI Standard, AA1000 ASv3",在各個製造工廠建廠的環境影響評估階段，考量了以當地政府規劃的工業場址，避免位於生態保護敏感區域，中國生產據點位於水資源較為豐沛的地區 ( 中國華東與華南地區 )，以避免對當地環境生態及水資源造成衝擊；在營運階段，各廠區用水主要來源為自來水為生活用水，對水源及社區用水可能的衝擊並無顯著影響。
1111005,110,3669,圓展,16444.0000,母公司,,,N,"a.加強宣導節約用水，並做水流量管制。
b.圓展科技總部用水來源於自來水(地表水)，廠房大樓位在土城工業區屬於Low - Medium(1-2)之水資源壓力區，並已經將廢水納管至工業區污水廠。"
