出表日期,報告年度,公司代號,公司名稱,員工福利平均數(仟元/人)(每年6/2起公開),員工薪資平均數(仟元/人)(每年6/2起公開),非擔任主管職務之全時員工薪資平均數(仟元/人)(每年7/1起公開),非擔任主管之全時員工薪資中位數(仟元/人)(每年7/1起公開),管理職女性主管佔比,職業災害人數及比率-人數,職業災害人數及比率-比率
1111005,110,2247,汎德永業,1101,930,953,749,8.33%,12人,0.70%
1111005,110,2250,IKKA-KY,,,,,37.00%,0人,0.00%
1111005,110,2301,光寶科,1753,1574,1434,1154,23.00%,40人,0.10%
1111005,110,2302,麗正,842,691,616,464,50.00%,0人,0.00%
1111005,110,2303,聯電,2093,1915,1447,1150,12.20%,9人,0.06%
1111005,110,2305,全友,946,800,706,663,24.32%,0人,0.00%
1111005,110,2308,台達電,1621,1430,1525,1293,32.30%,243人,2.77%
1111005,110,2312,金寶,1800,1582,1072,926,26.03%,1人,0.18%
1111005,110,2313,華通,1017,855,889,793,12.50%,32人,0.66%
1111005,110,2314,台揚,926,791,797,634,15.58%,0人,0.00%
1111005,110,2316,楠梓電,631,518,552,527,17.00%,9人,0.66%
1111005,110,2317,鴻海,2551,2343,2558,1829,20.30%,197人,0.02%
1111005,110,2321,東訊,952,791,794,661,8.77%,0人,0.00%
1111005,110,2323,中環,721,618,600,562,26.00%,8人,1.12%
1111005,110,2324,仁寶,1411,1214,1250,1059,19.34%,87人,0.97%
1111005,110,2327,國巨,932,826,747,637,34.00%,10人,0.25%
1111005,110,2328,廣宇,1982,1655,1244,1185,26.32%,0人,0.00%
1111005,110,2329,華泰,743,613,666,573,45.00%,68人,1.20%
1111005,110,2330,台積電,2706,2463,2425,1851,13.00%,44人,0.07%
1111005,110,2331,精英,1195,1014,967,788,32.00%,11人,1.40%
1111005,110,2332,友訊,1243,1063,1122,928,45.45%,3人,0.54%
1111005,110,2337,旺宏,2146,1934,1834,1388,28.00%,1人,0.03%
1111005,110,2338,光罩,1879,1733,1282,1076,19.61%,2人,0.67%
1111005,110,2340,台亞,1377,1195,1014,839,36.00%,2人,0.21%
1111005,110,2342,茂矽,1010,851,823,707,48.00%,8人,0.11%
1111005,110,2344,華邦電,2492,2321,2332,1858,11.62%,0人,0.00%
1111005,110,2345,智邦,1179,1026,1052,732,27.70%,6人,0.19%
1111005,110,2347,聯強,1383,1205,1179,1006,50.16%,2人,0.27%
1111005,110,2348,海悅,1827,1633,1372,1136,31.82%,0人,0.00%
1111005,110,2349,錸德,781,677,651,566,3.57%,5人,0.86%
1111005,110,2351,順德,865,722,717,608,14.00%,3人,0.20%
1111005,110,2352,佳世達,2110,1832,1592,1258,15.00%,0人,0.00%
1111005,110,2353,宏碁,2566,2264,2190,1651,30.80%,9人,0.00%
1111005,110,2354,鴻準,3696,3267,4103,3390,0.00%,0人,0.00%
1111005,110,2355,敬鵬,787,673,672,601,23.50%,27人,0.85%
1111005,110,2356,英業達,1229,1074,1024,838,13.82%,36人,0.20%
1111005,110,2357,華碩,2269,2076,2002,1504,23.35%,5人,0.07%
1111005,110,2358,廷鑫,673,594,514,452,47.00%,4人,1.58%
1111005,110,2359,所羅門,1074,913,870,787,21.57%,3人,1.00%
1111005,110,2360,致茂,1257,1107,1117,952,13.86%,27人,1.50%
1111005,110,2362,藍天,1580,1377,1192,1073,26.39%,2人,0.30%
1111005,110,2363,矽統,1509,1346,1253,1097,6.00%,2人,1.00%
1111005,110,2364,倫飛,1025,878,692,589,27.50%,0人,0.00%
1111005,110,2365,昆盈,1197,930,829,718,36.36%,0人,0.00%
1111005,110,2367,燿華,694,579,559,503,1.78%,3人,0.06%
1111005,110,2369,菱生,741,610,607,511,16.67%,0人,0.00%
1111005,110,2371,大同,915,794,730,645,21.20%,8人,0.31%
1111005,110,2373,震旦行,823,586,723,636,15.00%,0人,0.00%
1111005,110,2374,佳能,1315,1135,1110,995,22.58%,0人,0.00%
1111005,110,2375,凱美,1639,1441,731,759,40.00%,0人,0.00%
1111005,110,2376,技嘉,3117,2945,1474,1002,27.34%,4人,0.06%
1111005,110,2377,微星,2353,2168,1935,1606,24.50%,5人,0.18%
1111005,110,2379,瑞昱,5131,4866,4083,3270,9.20%,0人,0.00%
1111005,110,2380,虹光,1034,858,863,765,7.00%,2人,0.49%
1111005,110,2382,廣達,1803,1585,1420,1174,7.70%,123人,1.18%
1111005,110,2383,台光電,1309,1146,935,874,8.00%,6人,0.58%
1111005,110,2385,群光,2454,2212,1764,1482,0.00%,21人,0.00%
1111005,110,2387,精元,1037,898,740,670,6.90%,0人,0.00%
1111005,110,2388,威盛,2376,2078,1556,1424,26.00%,2人,0.54%
1111005,110,2390,云辰,2076,1903,1042,1012,4.10%,0人,0.00%
1111005,110,2392,正崴,1367,1163,1181,1034,18.18%,0人,0.00%
1111005,110,2393,億光,995,862,814,598,33.20%,7人,1.04%
1111005,110,2395,研華,1475,1284,1151,996,25.00%,12人,0.00%
1111005,110,2397,友通,1025,883,848,672,37.50%,0人,0.00%
1111005,110,2399,映泰,1440,1278,1068,861,35.90%,0人,0.00%
1111005,110,2401,凌陽,1643,1423,1442,1235,26.70%,0人,0.00%
1111005,110,2402,毅嘉,802,688,509,455,22.86%,7人,3.21%
1111005,110,2404,漢唐,1588,1428,1364,1190,12.00%,3人,0.35%
1111005,110,2405,輔信,1296,1125,1042,903,18.37%,3人,1.49%
1111005,110,2406,國碩,787,662,655,601,28.00%,0人,0.00%
1111005,110,2408,南亞科,1959,1788,1735,1377,33.61%,0人,0.00%
1111005,110,2409,友達,1681,1441,1475,972,27.40%,3人,0.01%
1111005,110,2412,中華電,1691,901,1507,1478,20.70%,39人,0.19%
1111005,110,2413,環科,626,533,521,452,1.00%,9人,1.20%
1111005,110,2414,精技,1151,994,907,815,19.67%,1人,0.25%
1111005,110,2415,錩新,1665,1451,981,852,27.60%,0人,0.00%
1111005,110,2417,圓剛,1169,993,1034,975,27.00%,0人,0.00%
1111005,110,2419,仲琦,1430,1213,1012,890,25.00%,0人,0.00%
1111005,110,2420,新巨,737,627,575,498,36.00%,5人,0.87%
1111005,110,2421,建準,1002,797,857,686,20.00%,566人,0.00%
1111005,110,2423,固緯,1173,1011,919,840,3.88%,0人,0.00%
1111005,110,2424,隴華,983,844,586,544,25.00%,0人,0.00%
1111005,110,2425,承啟,1282,1008,678,690,42.85%,0人,0.00%
1111005,110,2427,三商電,959,826,744,692,16.00%,0人,0.00%
1111005,110,2428,興勤,1081,930,869,656,43.00%,1人,0.20%
1111005,110,2429,銘旺科,723,585,466,359,1.39%,1人,1.39%
1111005,110,2430,燦坤,642,519,693,633,30.00%,56人,2.29%
1111005,110,2431,聯昌,1076,892,817,721,0.00%,0人,0.00%
1111005,110,2433,互盛電,802,596,700,637,4.00%,0人,0.00%
1111005,110,2434,統懋,728,596,551,502,4.16%,0人,0.00%
1111005,110,2436,偉詮電,1725,1538,1443,1352,4.55%,0人,0.00%
1111005,110,2438,翔耀,632,516,508,463,60.00%,0人,0.00%
1111005,110,2439,美律,1260,994,894,718,32.75%,0人,0.00%
1111005,110,2440,太空梭,1334,1150,939,878,25.00%,0人,0.00%
1111005,110,2441,超豐,1105,961,935,756,8.23%,7人,0.16%
1111005,110,2442,新美齊,1925,1061,1211,946,16.67%,0人,0.00%
1111005,110,2443,昶虹,1494,1143,947,754,21.74%,0人,0.00%
1111005,110,2444,兆勁,611,487,482,422,1.65%,0人,0.00%
1111005,110,2449,京元電子,894,764,803,662,32.82%,25人,0.26%
1111005,110,2450,神腦,748,610,607,568,28.95%,3人,0.14%
1111005,110,2451,創見,914,772,790,631,15.05%,13人,1.27%
1111005,110,2453,凌群,1189,1009,885,811,20.00%,3人,0.26%
1111005,110,2454,聯發科,5460,5138,5150,3992,4.50%,0人,0.00%
1111005,110,2455,全新,1669,1474,1230,845,17.39%,4人,1.57%
1111005,110,2457,飛宏,1116,936,873,744,25.33%,3人,0.55%
1111005,110,2458,義隆,2349,2109,1970,1798,19.00%,0人,0.00%
1111005,110,2459,敦吉,1346,1204,969,933,0.00%,0人,0.00%
1111005,110,2460,建通,822,690,675,594,5.97%,0人,0.00%
1111005,110,2461,光群雷,1027,903,752,651,29.00%,3人,2.05%
1111005,110,2462,良得電,1456,1239,993,883,20.00%,0人,0.00%
1111005,110,2464,盟立,1262,1086,1122,927,10.55%,0人,0.00%
1111005,110,2465,麗臺,1005,848,848,710,34.00%,3人,0.96%
1111005,110,2466,冠西電,736,571,539,404,30.43%,2人,1.35%
1111005,110,2467,志聖,1367,1203,1097,921,11.36%,3人,0.81%
1111005,110,2468,華經,923,769,662,595,27.27%,5人,1.90%
1111005,110,2471,資通,1434,1246,1172,1078,23.00%,0人,0.00%
1111005,110,2472,立隆電,1578,1361,1086,1028,57.00%,0人,0.00%
1111005,110,2474,可成,699,583,643,540,25.00%,20人,0.45%
1111005,110,2476,鉅祥,789,687,707,633,29.30%,9人,1.30%
1111005,110,2477,美隆電,933,819,760,641,17.24%,1人,0.38%
1111005,110,2478,大毅,1123,1009,741,585,26.67%,6人,0.60%
1111005,110,2480,敦陽科,1222,1040,1004,932,26.12%,0人,0.00%
1111005,110,2481,強茂,1014,866,770,619,42.34%,23人,1.55%
1111005,110,2482,連宇,923,783,723,576,25.81%,2人,1.07%
1111005,110,2483,百容,653,557,530,471,10.00%,20人,3.00%
1111005,110,2484,希華,772,653,655,582,31.00%,0人,0.00%
1111005,110,2485,兆赫,657,542,574,431,23.30%,20人,2.00%
1111005,110,2486,一詮,909,787,739,629,13.50%,14人,1.65%
1111005,110,2488,漢平,762,611,735,637,52.00%,0人,0.00%
1111005,110,2489,瑞軒,1942,1756,1683,1378,38.71%,0人,0.00%
1111005,110,2491,吉祥全,961,844,544,522,6.00%,0人,0.00%
1111005,110,2492,華新科,926,791,802,595,44.30%,5人,0.17%
1111005,110,2493,揚博,1218,1058,1012,867,33.00%,0人,0.00%
1111005,110,2495,普安,1026,886,885,772,17.50%,0人,0.00%
1111005,110,2496,卓越,1303,1005,599,586,100.00%,0人,0.00%
1111005,110,2497,怡利電,764,649,613,572,0.51%,0人,0.00%
1111005,110,2498,宏達電,1221,1029,1175,949,26.24%,3人,0.15%
1111005,110,2501,國建,1434,1269,1042,941,25.81%,1人,0.66%
1111005,110,2504,國產,1454,1332,924,883,22.90%,3人,0.49%
1111005,110,2505,國揚,1599,1334,1045,926,42.86%,0人,0.00%
1111005,110,2506,太設,716,598,805,740,31.00%,1人,1.35%
1111005,110,2509,全坤建,899,739,755,737,66.67%,0人,0.00%
1111005,110,2511,太子,1456,1263,869,856,35.40%,0人,0.00%
1111005,110,2514,龍邦,1750,1559,770,703,80.00%,0人,0.00%
1111005,110,2515,中工,1160,1009,759,705,24.00%,0人,0.00%
1111005,110,2516,新建,969,834,623,560,13.00%,4人,0.56%
1111005,110,2520,冠德,2123,1856,1312,1105,33.33%,0人,0.00%
1111005,110,2524,京城,1949,1598,1106,996,28.57%,0人,0.00%
1111005,110,2527,宏璟,1414,1157,828,846,60.00%,0人,0.00%
1111005,110,2528,皇普,976,844,744,658,0.00%,0人,0.00%
1111005,110,2530,華建,1224,1059,1059,989,40.00%,0人,0.00%
1111005,110,2534,宏盛,1179,1015,797,712,10.71%,0人,0.00%
1111005,110,2535,達欣工,1509,1316,1123,1073,8.50%,2人,0.30%
1111005,110,2536,宏普,1066,900,1040,977,28.57%,0人,0.00%
1111005,110,2537,聯上發,1511,1331,951,946,62.50%,0人,0.00%
1111005,110,2538,基泰,1535,1359,1266,1283,0.00%,0人,0.00%
1111005,110,2539,櫻花建,1054,882,862,719,33.33%,2人,3.13%
1111005,110,2540,愛山林,3083,2831,2046,1415,10.00%,0人,0.00%
1111005,110,2542,興富發,1388,1265,1062,770,40.00%,0人,0.00%
1111005,110,2543,皇昌,819,645,613,472,14.20%,9人,0.90%
1111005,110,2545,皇翔,1401,1181,1127,877,17.50%,0人,0.00%
1111005,110,2546,根基,1084,966,929,865,9.00%,4人,0.76%
1111005,110,2547,日勝生,1371,1141,932,835,31.43%,0人,0.00%
1111005,110,2548,華固,3302,2933,1657,1507,0.18%,0人,0.00%
1111005,110,2597,潤弘,1481,1293,1140,942,11.29%,1人,0.10%
1111005,110,2601,益航,1170,959,1035,909,29.41%,0人,0.00%
1111005,110,2603,長榮,4271,3606,3613,3337,15.74%,6人,0.27%
1111005,110,2605,新興,2170,1937,1445,1460,0.38%,0人,0.00%
1111005,110,2606,裕民,2199,1680,1669,1453,25.00%,1人,0.10%
1111005,110,2607,榮運,1079,844,881,864,24.00%,7人,0.67%
1111005,110,2608,嘉里大榮,823,676,699,677,13.80%,88人,10.06%
1111005,110,2609,陽明,3379,3010,2753,2429,27.63%,8人,0.54%
1111005,110,2610,華航,2039,1460,1729,1241,27.82%,67人,0.68%
1111005,110,2611,志信,796,626,604,560,8.89%,0人,0.00%
1111005,110,2612,中航,1781,1554,1294,1193,2.73%,2人,0.55%
1111005,110,2613,中櫃,762,628,595,580,0.96%,7人,0.95%
1111005,110,2614,東森,1471,1298,1066,1003,39.47%,1人,0.39%
1111005,110,2615,萬海,2802,2549,2554,2380,16.00%,6人,1.09%
1111005,110,2616,山隆,753,646,824,776,11.28%,0人,0.00%
1111005,110,2617,台航,1416,1205,1293,1100,21.00%,1人,0.47%
1111005,110,2618,長榮航,1425,1131,1243,727,32.50%,27人,0.26%
1111005,110,2630,亞航,765,626,631,596,5.34%,7人,0.60%
1111005,110,2633,台灣高鐵,1064,892,898,812,15.31%,1人,0.02%
1111005,110,2634,漢翔,1111,927,896,762,18.90%,31人,0.61%
1111005,110,2636,台驊投控,2541,2317,727,552,10.32%,0人,0.00%
1111005,110,2637,慧洋-KY,,,,,49.00%,0人,0.00%
1111005,110,2642,宅配通,690,570,615,576,16.39%,62人,3.67%
1111005,110,2701,萬企,625,495,457,431,50.00%,0人,0.00%
1111005,110,2702,華園,513,436,438,368,50.00%,2人,0.02%
