出表日期,報告年度,公司代號,公司名稱,董事席次(含獨立董事)(席),獨立董事席次(席),女性董事席次及比率-席,女性董事席次及比率-比率,董事出席董事會出席率,董監事進修時數符合進修要點比率
1111005,110,2851,中再保,9,3,2席,22.22%,100.00%,100.00%
1111005,110,2852,第一保,13,3,1席,7.69%,96.70%,100.00%
1111005,110,2855,統一證,19,4,9席,47.37%,99.00%,100.00%
1111005,110,2867,三商壽,10,3,2席,20.00%,97.69%,100.00%
1111005,110,2880,華南金,19,4,5席,26.30%,95.05%,100.00%
1111005,110,2881,富邦金,14,5,2席,14.00%,92.00%,100.00%
1111005,110,2882,國泰金,13,4,1席,7.69%,91.00%,100.00%
1111005,110,2883,開發金,9,3,1席,11.00%,93.00%,100.00%
1111005,110,2884,玉山金,12,5,2席,16.67%,100.00%,11.67%
1111005,110,2885,元大金,9,4,0席,0.00%,100.00%,100.00%
1111005,110,2886,兆豐金,15,5,7席,47.00%,100.00%,100.00%
1111005,110,2887,台新金,7,3,1席,14.29%,95.54%,100.00%
1111005,110,2888,新光金,15,3,1席,6.70%,99.50%,100.00%
1111005,110,2889,國票金,13,4,2席,15.38%,98.46%,100.00%
1111005,110,2890,永豐金,7,3,1席,14.29%,98.90%,100.00%
1111005,110,2891,中信金,7,4,0席,0.00%,100.00%,100.00%
1111005,110,2892,第一金,15,5,7席,47.00%,94.84%,100.00%
1111005,110,2897,王道銀行,14,3,3席,21.43%,97.09%,100.00%
1111005,110,2901,欣欣,9,2,3席,33.00%,96.80%,66.00%
1111005,110,2903,遠百,7,3,3席,42.86%,97.56%,100.00%
1111005,110,2904,匯僑,5,2,0席,0.00%,95.00%,100.00%
1111005,110,2905,三商,9,3,0席,0.00%,95.59%,100.00%
1111005,110,2906,高林,12,3,1席,100.00%,96.00%,100.00%
1111005,110,2908,特力,7,4,2席,28.60%,98.21%,100.00%
1111005,110,2910,統領,10,3,2席,20.00%,97.00%,0.00%
1111005,110,2911,麗嬰房,7,3,2席,28.57%,97.62%,100.00%
1111005,110,2912,統一超,13,3,2席,15.38%,100.00%,100.00%
1111005,110,2913,農林,13,3,2席,15.38%,86.81%,69.23%
1111005,110,2915,潤泰全,8,2,1席,12.50%,90.00%,100.00%
1111005,110,2923,鼎固-KY,11,3,3席,27.27%,97.72%,81.82%
1111005,110,2929,淘帝-KY,5,3,0席,0.00%,98.21%,60.00%
1111005,110,2939,凱羿-KY,7,3,4席,57.00%,90.50%,100.00%
1111005,110,2945,三商家購,9,3,0席,0.00%,91.11%,55.56%
1111005,110,3002,歐格,11,4,2席,18.18%,97.60%,54.54%
1111005,110,3003,健和興,7,3,0席,0.00%,92.71%,71.43%
1111005,110,3004,豐達科,9,3,0席,0.00%,100.00%,100.00%
1111005,110,3005,神基,6,3,0席,0.00%,95.06%,100.00%
1111005,110,3006,晶豪科,8,3,0席,0.00%,98.21%,100.00%
1111005,110,3008,大立光,7,2,0席,0.00%,94.00%,29.00%
1111005,110,3010,華立,8,2,1席,12.50%,100.00%,62.50%
1111005,110,3011,今皓,7,2,1席,14.28%,0.00%,85.71%
1111005,110,3013,晟銘電,7,3,2席,28.57%,87.30%,57.14%
1111005,110,3014,聯陽,7,3,2席,28.57%,100.00%,100.00%
1111005,110,3015,全漢,10,3,1席,10.00%,100.00%,100.00%
1111005,110,3016,嘉晶,9,3,1席,11.11%,91.67%,55.56%
1111005,110,3017,奇鋐,13,4,0席,0.00%,100.00%,69.23%
1111005,110,3018,同開,8,2,2席,25.00%,88.78%,75.00%
1111005,110,3019,亞光,7,3,1席,14.28%,100.00%,85.71%
1111005,110,3021,鴻名,9,2,1席,11.00%,88.89%,55.55%
1111005,110,3022,威強電,7,3,1席,14.29%,100.00%,100.00%
1111005,110,3023,信邦,11,3,1席,9.10%,98.00%,100.00%
1111005,110,3024,憶聲,11,3,4席,36.36%,97.00%,70.00%
1111005,110,3025,星通,5,2,1席,20.00%,100.00%,0.00%
1111005,110,3026,禾伸堂,9,3,0席,0.00%,94.74%,33.33%
1111005,110,3027,盛達,9,4,0席,0.00%,80.85%,100.00%
1111005,110,3028,增你強,10,3,0席,0.00%,100.00%,100.00%
1111005,110,3029,零壹,8,3,0席,0.00%,98.43%,100.00%
1111005,110,3030,德律,9,3,1席,11.00%,100.00%,100.00%
1111005,110,3031,佰鴻,7,2,3席,42.86%,100.00%,100.00%
1111005,110,3032,偉訓,8,2,1席,12.50%,100.00%,25.00%
1111005,110,3033,威健,7,3,1席,14.29%,98.41%,100.00%
1111005,110,3034,聯詠,8,3,1席,12.50%,98.00%,100.00%
1111005,110,3035,智原,9,3,2席,22.22%,97.06%,100.00%
1111005,110,3036,文曄,7,3,3席,42.86%,98.81%,100.00%
1111005,110,3037,欣興,9,3,1席,11.00%,98.00%,100.00%
1111005,110,3038,全台,9,3,3席,33.00%,92.00%,33.00%
1111005,110,3040,遠見,7,3,2席,28.60%,100.00%,100.00%
1111005,110,3041,揚智,5,3,1席,20.00%,97.80%,40.00%
1111005,110,3042,晶技,11,4,2席,18.00%,100.00%,100.00%
1111005,110,3043,科風,6,3,2席,33.33%,80.95%,83.33%
1111005,110,3044,健鼎,9,3,1席,11.00%,100.00%,100.00%
1111005,110,3045,台灣大,9,5,1席,11.11%,96.83%,100.00%
1111005,110,3046,建碁,7,3,1席,14.29%,97.14%,100.00%
1111005,110,3047,訊舟,13,4,1席,7.69%,100.00%,100.00%
1111005,110,3048,益登,9,3,1席,11.00%,98.00%,100.00%
1111005,110,3049,和鑫,7,3,1席,14.29%,95.00%,100.00%
1111005,110,3050,鈺德,7,3,2席,28.57%,100.00%,100.00%
1111005,110,3051,力特,11,3,3席,27.00%,91.00%,0.00%
1111005,110,3052,夆典,7,3,2席,28.57%,98.21%,42.86%
1111005,110,3054,立萬利,9,3,2席,22.22%,98.61%,100.00%
1111005,110,3055,蔚華科,7,3,3席,43.00%,96.00%,100.00%
1111005,110,3056,總太,8,3,3席,37.50%,95.51%,100.00%
1111005,110,3057,喬鼎,6,4,0席,0.00%,97.00%,80.00%
1111005,110,3058,立德,9,3,1席,11.11%,95.56%,100.00%
1111005,110,3059,華晶科,7,3,3席,42.86%,100.00%,42.86%
1111005,110,3060,銘異,7,3,1席,14.00%,86.00%,29.00%
1111005,110,3062,建漢,7,4,2席,28.57%,95.24%,85.71%
1111005,110,3090,日電貿,10,3,2席,20.00%,100.00%,100.00%
1111005,110,3092,鴻碩,7,3,0席,0.00%,100.00%,100.00%
1111005,110,3094,聯傑,7,3,1席,14.30%,100.00%,100.00%
1111005,110,3130,一零四,7,3,1席,14.28%,96.88%,100.00%
1111005,110,3138,耀登,7,3,1席,14.29%,98.21%,100.00%
1111005,110,3149,正達,7,3,0席,0.00%,93.88%,28.57%
1111005,110,3164,景岳,9,3,0席,0.00%,85.19%,33.33%
1111005,110,3167,大量,9,3,0席,0.00%,97.78%,100.00%
1111005,110,3189,景碩,9,3,1席,11.11%,97.22%,100.00%
1111005,110,3209,全科,7,3,0席,0.00%,100.00%,100.00%
1111005,110,3229,晟鈦,7,3,0席,0.00%,80.52%,85.71%
1111005,110,3231,緯創,9,5,1席,11.11%,100.00%,100.00%
1111005,110,3257,虹冠電,7,2,2席,28.57%,100.00%,100.00%
1111005,110,3266,昇陽,6,3,0席,0.00%,94.44%,100.00%
1111005,110,3296,勝德,6,2,2席,33.30%,98.18%,100.00%
1111005,110,3305,昇貿,7,3,1席,14.00%,95.00%,100.00%
1111005,110,3308,聯德,7,3,2席,28.57%,100.00%,14.29%
1111005,110,3311,閎暉,7,3,1席,14.28%,90.00%,100.00%
1111005,110,3312,弘憶股,6,2,1席,16.67%,97.14%,100.00%
1111005,110,3321,同泰,7,3,1席,14.00%,89.00%,71.00%
1111005,110,3338,泰碩,9,4,1席,11.00%,100.00%,100.00%
1111005,110,3346,麗清,9,3,2席,22.00%,95.83%,0.00%
1111005,110,3356,奇偶,7,3,2席,28.57%,100.00%,71.42%
1111005,110,3376,新日興,8,3,0席,0.00%,97.00%,100.00%
1111005,110,3380,明泰,7,3,2席,28.57%,100.00%,100.00%
1111005,110,3406,玉晶光,5,2,0席,0.00%,100.00%,100.00%
1111005,110,3413,京鼎,7,4,2席,28.57%,91.11%,85.71%
1111005,110,3416,融程電,7,2,0席,0.00%,100.00%,100.00%
1111005,110,3419,譁裕,11,3,1席,9.00%,100.00%,100.00%
1111005,110,3432,台端,5,2,1席,20.00%,95.00%,100.00%
1111005,110,3437,榮創,7,3,0席,0.00%,87.50%,100.00%
1111005,110,3443,創意,9,5,0席,0.00%,93.00%,100.00%
1111005,110,3450,聯鈞,7,3,1席,14.29%,98.41%,100.00%
1111005,110,3454,晶睿,9,3,1席,11.00%,100.00%,100.00%
1111005,110,3481,群創,7,3,0席,0.00%,97.62%,100.00%
1111005,110,3494,誠研,5,3,1席,20.00%,80.00%,100.00%
1111005,110,3501,維熹,7,3,2席,28.57%,100.00%,0.00%
1111005,110,3504,揚明光,7,3,2席,29.00%,100.00%,100.00%
1111005,110,3515,華擎,7,3,0席,0.00%,92.86%,100.00%
1111005,110,3518,柏騰,9,3,0席,0.00%,94.37%,100.00%
1111005,110,3528,安馳,7,3,0席,0.00%,100.00%,100.00%
1111005,110,3530,晶相光,5,3,1席,20.00%,98.33%,100.00%
1111005,110,3532,台勝科,10,3,1席,10.00%,100.00%,100.00%
1111005,110,3533,嘉澤,7,3,2席,28.57%,95.00%,100.00%
1111005,110,3535,晶彩科,9,3,0席,0.00%,87.00%,100.00%
1111005,110,3536,誠創,6,2,1席,16.67%,90.63%,50.00%
1111005,110,3543,州巧,9,3,0席,0.00%,98.12%,100.00%
1111005,110,3545,敦泰,7,4,1席,14.29%,100.00%,100.00%
1111005,110,3550,聯穎,7,3,0席,0.00%,100.00%,100.00%
1111005,110,3557,嘉威,6,2,1席,16.67%,97.92%,100.00%
1111005,110,3563,牧德,9,3,0席,0.00%,100.00%,100.00%
1111005,110,3576,聯合再生,11,3,0席,0.00%,93.94%,45.45%
1111005,110,3583,辛耘,9,3,2席,22.00%,99.00%,100.00%
1111005,110,3588,通嘉,5,3,0席,0.00%,97.14%,100.00%
1111005,110,3591,艾笛森,8,3,2席,25.00%,98.44%,100.00%
1111005,110,3592,瑞鼎,7,3,0席,0.00%,100.00%,100.00%
1111005,110,3593,力銘,9,3,1席,11.11%,96.83%,77.78%
1111005,110,3596,智易,9,3,0席,0.00%,91.67%,88.89%
1111005,110,3605,宏致,5,2,0席,0.00%,96.67%,100.00%
1111005,110,3607,谷崧,7,2,0席,0.00%,99.00%,100.00%
1111005,110,3617,碩天,7,3,1席,14.29%,100.00%,100.00%
1111005,110,3622,洋華,9,3,2席,22.22%,100.00%,100.00%
1111005,110,3645,達邁,9,3,3席,33.33%,93.65%,100.00%
1111005,110,3652,精聯,9,3,1席,11.11%,97.00%,100.00%
1111005,110,3653,健策,10,3,1席,10.00%,97.50%,40.00%
1111005,110,3661,世芯-KY,7,3,0席,0.00%,100.00%,100.00%
1111005,110,3665,貿聯-KY,6,2,1席,17.00%,97.00%,100.00%
1111005,110,3669,圓展,7,3,0席,0.00%,95.24%,100.00%
1111005,110,3673,TPK-KY,8,3,0席,0.00%,96.40%,100.00%
1111005,110,3679,新至陞,9,3,2席,22.00%,100.00%,100.00%
1111005,110,3682,亞太電,10,2,2席,20.00%,94.74%,90.00%
1111005,110,3686,達能,5,3,1席,20.00%,99.70%,100.00%
1111005,110,3694,海華,7,3,1席,14.00%,91.84%,100.00%
1111005,110,3701,大眾控,7,3,0席,0.00%,100.00%,100.00%
1111005,110,3702,大聯大,11,4,1席,9.09%,97.39%,100.00%
1111005,110,3703,欣陸,7,3,3席,42.86%,100.00%,100.00%
1111005,110,3704,合勤控,9,3,1席,11.11%,93.33%,66.67%
1111005,110,3705,永信,9,3,1席,11.00%,100.00%,100.00%
1111005,110,3706,神達,10,3,0席,0.00%,98.33%,100.00%
1111005,110,3708,上緯投控,7,4,0席,0.00%,97.00%,100.00%
1111005,110,3711,日月光投控,13,3,1席,7.69%,97.04%,100.00%
1111005,110,3712,永崴投控,9,3,1席,11.11%,98.41%,55.56%
1111005,110,3714,富采,9,5,0席,0.00%,100.00%,100.00%
1111005,110,4104,佳醫,9,3,0席,0.00%,98.61%,100.00%
1111005,110,4106,雃博,9,5,1席,11.10%,93.00%,100.00%
1111005,110,4108,懷特,12,3,2席,16.67%,100.00%,58.33%
1111005,110,4119,旭富,7,3,1席,14.28%,98.21%,100.00%
1111005,110,4133,亞諾法,7,3,2席,28.57%,85.71%,100.00%
1111005,110,4137,麗豐-KY,7,7,4席,57.00%,100.00%,100.00%
1111005,110,4142,國光生,11,3,2席,18.18%,96.60%,0.00%
1111005,110,4148,全宇生技-KY,9,3,1席,11.00%,98.15%,100.00%
1111005,110,4155,訊映,9,4,3席,33.00%,97.00%,100.00%
1111005,110,4164,承業醫,7,3,0席,0.00%,98.00%,100.00%
1111005,110,4190,佐登-KY,6,3,1席,11.00%,100.00%,100.00%
1111005,110,4306,炎洲,5,3,0席,0.00%,100.00%,80.00%
1111005,110,4414,如興,9,3,1席,11.11%,96.29%,77.78%
1111005,110,4426,利勤,7,3,0席,0.00%,81.00%,0.00%
1111005,110,4438,廣越,7,3,0席,0.00%,100.00%,14.00%
1111005,110,4439,冠星-KY,7,3,0席,0.00%,100.00%,100.00%
1111005,110,4440,宜新實業,7,3,1席,14.29%,94.64%,100.00%
1111005,110,4526,東台,13,3,2席,15.38%,98.46%,100.00%
1111005,110,4532,瑞智,9,3,0席,0.00%,79.63%,88.89%
1111005,110,4536,拓凱,9,3,1席,11.00%,98.00%,100.00%
1111005,110,4540,全球傳動,7,3,1席,14.29%,100.00%,100.00%
1111005,110,4545,銘鈺,7,3,0席,0.00%,98.21%,100.00%
1111005,110,4551,智伸科,8,3,1席,12.50%,100.00%,100.00%
1111005,110,4555,氣立,7,3,0席,0.00%,100.00%,100.00%
1111005,110,4557,永新-KY,9,3,0席,0.00%,94.12%,100.00%
1111005,110,4560,強信-KY,7,3,1席,14.00%,93.00%,100.00%
1111005,110,4562,穎漢,7,3,0席,0.00%,100.00%,100.00%
1111005,110,4564,元翎,7,3,2席,28.57%,97.62%,100.00%
